GENE	SYMBOL	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P
ENSG00000243749	ZMYM6NB	1	35447136	35450954	7	1	109312	-0.26826	0.60575
ENSG00000249222	ATP5L2	22	43035809	43036607	3	1	109250	-0.26828	0.60576
ENSG00000012048	BRCA1	17	41196312	41277500	147	5	109182	-0.26883	0.60597
ENSG00000165059	PRKACG	9	71627469	71629039	2	1	109099	-0.26971	0.60631
ENSG00000178772	CPN2	3	194060494	194072057	21	5	109113	-0.26986	0.60637
ENSG00000196712	NF1	17	29421945	29709134	313	8	109171	-0.27031	0.60654
ENSG00000112200	ZNF451	6	56951642	57035105	90	7	109153	-0.27039	0.60657
ENSG00000180855	ZNF443	19	12540521	12551926	88	5	109296	-0.27075	0.60671
ENSG00000079739	PGM1	1	64058947	64125916	148	27	109085	-0.27153	0.60701
ENSG00000162645	GBP2	1	89571815	89616139	115	9	109149	-0.27153	0.60701
ENSG00000198911	SREBF2	22	42229109	42303312	164	21	109111	-0.27152	0.60701
ENSG00000172785	CBWD1	9	121041	188979	11	3	108733	-0.27185	0.60713
ENSG00000196391	ZNF774	15	90895477	90909324	41	4	109203	-0.27196	0.60717
ENSG00000133067	LGR6	1	202163029	202288909	213	23	109016	-0.27234	0.60732
ENSG00000164841	TMEM74	8	109619079	109799844	466	41	109109	-0.27273	0.60747
ENSG00000172113	NME6	3	48334754	48343175	15	2	109301	-0.27279	0.60749
ENSG00000123136	DDX39A	19	14519631	14530192	10	5	108842	-0.27281	0.6075
ENSG00000114491	UMPS	3	124449213	124464040	51	8	109281	-0.27299	0.60757
ENSG00000100056	DGCR14	22	19117792	19132197	17	5	109125	-0.27307	0.6076
ENSG00000135900	MRPL44	2	224822121	224832431	11	2	108898	-0.27334	0.6077
ENSG00000113387	SUB1	5	32531739	32604185	128	14	109092	-0.27355	0.60779
ENSG00000240386	LCE1F	1	152748848	152749445	1	1	109215	-0.2749	0.6083
ENSG00000090447	TFAP4	16	4307187	4323076	15	3	108916	-0.27533	0.60847
ENSG00000221946	FXYD7	19	35634154	35645204	9	5	109286	-0.27546	0.60852
ENSG00000174886	NDUFA11	19	5891287	5904017	42	8	109125	-0.27571	0.60862
ENSG00000160208	RRP1B	21	45079429	45115958	39	3	109002	-0.27589	0.60868
ENSG00000168959	GRM5	11	88237744	88799113	1408	54	109133	-0.27591	0.60869
ENSG00000171227	TMEM37	2	120187477	120196096	28	5	109032	-0.27605	0.60874
ENSG00000139263	LRIG3	12	59265931	59314303	74	13	109176	-0.27607	0.60875
ENSG00000070423	RNF126	19	647526	663277	20	7	109130	-0.27671	0.609
ENSG00000188368	PRR19	19	42806250	42814973	7	2	109111	-0.27711	0.60915
ENSG00000131238	PPT1	1	40538379	40563375	86	10	109040	-0.27721	0.60919
ENSG00000186280	KDM4D	11	94706845	94732682	54	10	109237	-0.27722	0.60919
ENSG00000130244	FAM98C	19	38893775	38899728	29	3	109144	-0.2776	0.60934
ENSG00000186998	EMID1	22	29601840	29655586	123	17	109051	-0.27804	0.60951
ENSG00000167194	C16orf92	16	30034655	30039057	5	2	108909	-0.27808	0.60952
ENSG00000181939	OR4C15	11	55321783	55322895	9	3	109355	-0.27823	0.60958
ENSG00000089820	ARHGAP4	X	153172821	153200452	6	3	108593	-0.27826	0.60959
ENSG00000146215	CRIP3	6	43267448	43276535	11	2	109273	-0.27832	0.60962
ENSG00000188581	KRTAP1-1	17	39196811	39197713	2	1	109351	-0.27832	0.60962
ENSG00000188643	S100A16	1	153579362	153585621	5	3	109337	-0.27862	0.60973
ENSG00000101074	R3HDML	20	42965626	42979875	42	3	109127	-0.27973	0.61016
ENSG00000089094	KDM2B	12	121866900	122018920	200	17	109083	-0.27985	0.6102
ENSG00000042317	SPATA7	14	88851268	88936694	91	12	109070	-0.27986	0.61021
ENSG00000159556	ISL2	15	76629065	76634817	13	4	108881	-0.28005	0.61028
ENSG00000144820	GPR128	3	100328433	100414323	158	11	109078	-0.2803	0.61038
ENSG00000136279	DBNL	7	44084239	44109055	65	6	108894	-0.28034	0.61039
ENSG00000104524	PYCRL	8	144686083	144691943	11	3	108999	-0.28122	0.61073
ENSG00000179300	ZCCHC5	X	77911566	77914825	3	2	109303	-0.28124	0.61074
ENSG00000117036	ETV3	1	157090983	157108266	12	5	109226	-0.28238	0.61117
ENSG00000119673	ACOT2	14	74034324	74042357	5	2	108986	-0.28239	0.61118
ENSG00000164690	SHH	7	155592680	155604967	4	2	109225	-0.28243	0.61119
ENSG00000081818	PCDHB4	5	140501581	140505201	10	3	109255	-0.28305	0.61143
ENSG00000173566	NUDT18	8	21964383	21966932	6	2	108933	-0.28306	0.61144
ENSG00000122180	MYOG	1	203052260	203055164	2	1	109029	-0.28313	0.61146
ENSG00000163701	IL17RE	3	9944296	9958086	38	3	108948	-0.28368	0.61167
ENSG00000092621	PHGDH	1	120202421	120286838	115	17	108993	-0.28404	0.61181
ENSG00000128591	FLNC	7	128470431	128499328	59	10	109086	-0.28419	0.61187
ENSG00000124092	CTCFL	20	56071035	56100708	60	13	109042	-0.28473	0.61208
ENSG00000131634	TMEM204	16	1578689	1605581	91	10	109122	-0.28545	0.61235
ENSG00000115361	ACADL	2	211052663	211090215	29	5	109084	-0.28553	0.61238
ENSG00000213390	ARHGAP19	10	98978996	99052413	202	13	109167	-0.28714	0.613
ENSG00000047648	ARHGAP6	X	11136239	11683821	623	25	109053	-0.28716	0.61301
ENSG00000206559	ZCWPW2	3	28390637	28579613	249	18	108987	-0.28747	0.61312
ENSG00000124224	PPP4R1L	20	56806188	56884495	207	16	109214	-0.28752	0.61314
ENSG00000130270	ATP8B3	19	1782074	1812275	45	11	109059	-0.28785	0.61327
ENSG00000119185	ITGB1BP1	2	9543604	9563676	37	5	109064	-0.28852	0.61353
ENSG00000135269	TES	7	115850547	115898837	151	11	109211	-0.28859	0.61355
ENSG00000152926	ZNF117	7	64432154	64467062	115	8	109274	-0.28987	0.61404
ENSG00000170852	KBTBD2	7	32907784	32933743	54	8	109212	-0.29039	0.61424
ENSG00000176171	BNIP3	10	133781578	133795435	22	4	108972	-0.29169	0.61474
ENSG00000185745	IFIT1	10	91152303	91163745	27	7	108986	-0.29186	0.6148
ENSG00000215298	FP15737	8	23430157	23432974	8	1	109243	-0.29213	0.61491
ENSG00000133574	GIMAP4	7	150264365	150271041	16	4	109209	-0.29284	0.61518
ENSG00000165805	C12orf50	12	88373816	88427814	100	7	109164	-0.293	0.61524
ENSG00000143367	TUFT1	1	151512781	151556059	45	11	109039	-0.29387	0.61557
ENSG00000197958	RPL12	9	130209953	130213684	7	1	109295	-0.29436	0.61576
ENSG00000139318	DUSP6	12	89741009	89747048	28	5	109271	-0.29461	0.61585
ENSG00000244509	APOBEC3C	22	39410088	39416357	10	2	109049	-0.29464	0.61587
ENSG00000267740	AC024592.12	19	5866182	5903798	153	17	109056	-0.29495	0.61598
ENSG00000203760	CENPW	6	126661320	126670021	10	4	109132	-0.29523	0.61609
ENSG00000213265	TSGA13	7	130353488	130372268	41	8	109156	-0.29529	0.61611
ENSG00000167286	CD3D	11	118209669	118213459	6	2	109241	-0.29531	0.61612
ENSG00000129355	CDKN2D	19	10677138	10679735	5	2	109282	-0.29547	0.61618
ENSG00000073670	ADAM11	17	42836399	42859214	53	7	108973	-0.29567	0.61626
ENSG00000172365	OR5B2	11	58189738	58190786	3	1	109360	-0.29574	0.61629
ENSG00000070214	SLC44A1	9	108006903	108201452	391	24	109199	-0.29577	0.6163
ENSG00000186115	CYP4F2	19	15988833	16008930	62	7	109025	-0.29697	0.61675
ENSG00000135845	PIGC	1	172339329	172413230	136	18	109031	-0.29723	0.61686
ENSG00000130590	SAMD10	20	62605466	62611361	15	3	109219	-0.29731	0.61689
ENSG00000147127	RAB41	X	69501943	69504852	1	1	109227	-0.29748	0.61695
ENSG00000175216	CKAP5	11	46764598	46867847	137	15	109137	-0.29775	0.61705
ENSG00000146233	CYP39A1	6	46517541	46620523	240	21	109127	-0.29795	0.61713
ENSG00000168928	CTRB2	16	75237994	75241083	6	3	108819	-0.29795	0.61713
ENSG00000139574	NPFF	12	53900474	53901422	1	1	109360	-0.29802	0.61716
ENSG00000254806	SYS1-DBNDD2	20	43991840	44039250	92	6	109192	-0.29809	0.61718
ENSG00000164442	CITED2	6	139693393	139695757	9	4	109196	-0.2984	0.6173
ENSG00000115415	STAT1	2	191829084	191885686	86	16	108994	-0.29862	0.61738
ENSG00000269679	AC018445.1	18	77275812	77276057	1	1	108356	-0.29925	0.61763
ENSG00000119689	DLST	14	75348594	75370448	51	7	109217	-0.2994	0.61768
ENSG00000080644	CHRNA3	15	78885394	78913637	76	7	109242	-0.2998	0.61783
ENSG00000113716	HMGXB3	5	149379884	149432386	120	9	109168	-0.30006	0.61794
ENSG00000154328	NEIL2	8	11627148	11644855	57	8	108933	-0.3001	0.61795
ENSG00000183785	TUBA8	22	18593097	18629321	60	12	108968	-0.30056	0.61813
ENSG00000185897	FFAR3	19	35849362	35851387	1	1	109360	-0.30127	0.6184
ENSG00000112584	FAM120B	6	170599791	170716153	280	18	109178	-0.30134	0.61842
ENSG00000213186	TRIM59	3	160150233	160203561	100	14	109107	-0.30178	0.61859
ENSG00000112984	KIF20A	5	137514408	137523404	11	5	109054	-0.30262	0.61891
ENSG00000156711	MAPK13	6	36095586	36107842	18	5	109071	-0.30307	0.61908
ENSG00000145358	DDIT4L	4	101107027	101111939	32	7	109151	-0.30317	0.61912
ENSG00000105298	CACTIN	19	3610639	3626813	62	7	109152	-0.30333	0.61918
ENSG00000070778	PTPN21	14	88932122	89021077	176	11	109014	-0.30347	0.61923
ENSG00000135677	GNS	12	65107225	65153227	71	7	109064	-0.30479	0.61974
ENSG00000135437	RDH5	12	56114151	56118489	4	2	108825	-0.30518	0.61988
ENSG00000153879	CEBPG	19	33864236	33873592	19	7	109048	-0.3057	0.62008
ENSG00000196911	KPNA5	6	117002350	117063029	91	11	109061	-0.30577	0.62011
ENSG00000198836	OPA1	3	193310933	193415612	249	14	109236	-0.30619	0.62027
ENSG00000122176	FMOD	1	203309756	203320617	17	4	109242	-0.30621	0.62028
ENSG00000197170	PSMD12	17	65334032	65362743	49	10	108907	-0.30664	0.62044
ENSG00000177710	SLC35G5	8	11188397	11189717	9	2	108900	-0.30753	0.62078
ENSG00000187955	COL14A1	8	121072019	121384275	592	52	109118	-0.30828	0.62106
ENSG00000231880	KBTBD4	11	47599277	47599823	1	1	109360	-0.30831	0.62108
ENSG00000106462	EZH2	7	148504475	148581413	131	16	109008	-0.30879	0.62126
ENSG00000174640	SLCO2A1	3	133651540	133771028	227	41	109013	-0.30884	0.62128
ENSG00000213512	GBP7	1	89597434	89641723	79	8	109147	-0.30897	0.62133
ENSG00000132694	ARHGEF11	1	156904632	157015162	226	18	109207	-0.30959	0.62156
ENSG00000138378	STAT4	2	191894302	192016322	143	17	109025	-0.30975	0.62163
ENSG00000037757	MRI1	19	13875346	13885096	14	3	108990	-0.31008	0.62175
ENSG00000187650	VMAC	19	5904869	5910864	11	4	108813	-0.31075	0.62201
ENSG00000123609	NMI	2	152126979	152146571	69	7	109062	-0.31085	0.62204
ENSG00000173156	RHOD	11	66824289	66839484	22	6	109101	-0.31102	0.62211
ENSG00000227011	C17orf112	17	51062880	51065012	1	1	108759	-0.31231	0.6226
ENSG00000167139	TBC1D21	15	74165949	74181555	24	7	109040	-0.31254	0.62268
ENSG00000125841	NRSN2	20	327426	340304	16	4	109061	-0.31271	0.62275
ENSG00000146918	NCAPG2	7	158424003	158497520	182	13	109048	-0.3128	0.62278
ENSG00000137135	ARHGEF39	9	35658872	35675863	42	6	109169	-0.31321	0.62294
ENSG00000179674	ARL14	3	160394948	160396233	2	1	108685	-0.31333	0.62299
ENSG00000147223	RIPPLY1	X	106143293	106146565	1	1	108790	-0.31339	0.62301
ENSG00000180336	C17orf104	17	42733762	42767676	32	11	109152	-0.31375	0.62314
ENSG00000185567	AHNAK2	14	105403581	105444694	95	10	109190	-0.31404	0.62325
ENSG00000130827	PLXNA3	X	153686621	153701989	3	2	109182	-0.31413	0.62329
ENSG00000111640	GAPDH	12	6643093	6647537	9	2	108821	-0.31515	0.62368
ENSG00000186075	ZPBP2	17	38024417	38034149	32	3	109323	-0.31529	0.62373
ENSG00000183862	CNGA2	X	150906923	150913776	5	3	109227	-0.3154	0.62377
ENSG00000130363	RSPH3	6	159393903	159421219	157	6	109341	-0.31556	0.62383
ENSG00000138778	CENPE	4	104026963	104119566	169	11	109126	-0.31593	0.62397
ENSG00000181191	PJA1	X	68380694	68385636	2	1	109360	-0.31631	0.62412
ENSG00000115317	HTRA2	2	74756504	74760472	2	1	109265	-0.31665	0.62425
ENSG00000068120	COASY	17	40713485	40718295	5	1	109274	-0.31672	0.62427
ENSG00000171606	ZNF274	19	58694396	58724928	63	13	109146	-0.31681	0.6243
ENSG00000175544	CABP4	11	67219877	67226699	9	3	109070	-0.31699	0.62437
ENSG00000111490	TBC1D30	12	65174589	65274812	123	18	109178	-0.31722	0.62446
ENSG00000258386	RP11-187E13.2	14	32476108	32487891	8	4	109190	-0.31733	0.6245
ENSG00000186432	KPNA4	3	160212783	160283376	115	14	109178	-0.31793	0.62473
ENSG00000047634	SCML1	X	17755588	17773105	1	1	109360	-0.32049	0.6257
ENSG00000107187	LHX3	9	139088096	139096955	10	4	109078	-0.32111	0.62594
ENSG00000203710	CR1	1	207669492	207813992	203	19	109010	-0.32119	0.62597
ENSG00000198877	OR5D13	11	55540914	55541858	3	2	109295	-0.32135	0.62603
ENSG00000249160	RP11-1C1.5	5	10505108	10522196	39	6	108997	-0.32145	0.62606
ENSG00000111850	SMIM8	6	88032301	88052043	96	9	109114	-0.32151	0.62609
ENSG00000214285	NPS	10	129347613	129350935	31	7	109153	-0.32159	0.62612
ENSG00000130544	ZNF557	19	7069455	7087979	43	7	109138	-0.32168	0.62615
ENSG00000221888	OR1C1	1	247920676	247921982	4	2	109169	-0.32217	0.62634
ENSG00000188766	SPRED3	19	38879061	38886881	18	2	109289	-0.32282	0.62659
ENSG00000179387	ELMOD2	4	141445312	141474924	38	6	109266	-0.32327	0.62676
ENSG00000169484	OR4K14	14	20482419	20483352	2	1	109273	-0.32376	0.62694
ENSG00000162076	FLYWCH2	16	2933187	2949383	69	7	109025	-0.3239	0.62699
ENSG00000176879	OR51G1	11	4944531	4945637	8	3	109344	-0.32423	0.62712
ENSG00000165076	PRSS37	7	141536086	141541287	28	3	109313	-0.32462	0.62726
ENSG00000140932	CMTM2	16	66613351	66622178	21	3	109265	-0.32478	0.62733
ENSG00000164120	HPGD	4	175411328	175444305	75	15	108927	-0.32632	0.62791
ENSG00000243696	RP5-966M1.6	3	52847298	52869745	49	5	109132	-0.32645	0.62796
ENSG00000177542	SLC25A22	11	790475	798316	8	4	108915	-0.32653	0.62799
ENSG00000140678	ITGAX	16	31366455	31394318	22	7	109059	-0.32653	0.62799
ENSG00000182585	EPGN	4	75174190	75181024	7	1	109343	-0.32673	0.62806
ENSG00000196123	KIAA0895L	16	67209505	67217943	10	4	109151	-0.3269	0.62813
ENSG00000271723	MROH7-TTC4	1	55107459	55207981	289	20	109105	-0.32732	0.62829
ENSG00000137876	RSL24D1	15	55473004	55489265	55	8	109266	-0.32786	0.62849
ENSG00000179855	GIPC3	19	3585551	3593539	11	3	108877	-0.32791	0.62851
ENSG00000160961	ZNF333	19	14800613	14844558	92	15	109124	-0.3281	0.62858
ENSG00000075426	FOSL2	2	28615315	28640179	25	5	109052	-0.32833	0.62867
ENSG00000015520	NPC1L1	7	44552134	44580914	30	6	108890	-0.32838	0.62869
ENSG00000120705	ETF1	5	137841784	137878989	47	11	109024	-0.32842	0.6287
ENSG00000177673	C2orf57	2	232457575	232458994	2	1	108856	-0.32868	0.6288
ENSG00000158856	DMTN	8	21906506	21940038	106	9	109148	-0.32942	0.62908
ENSG00000213689	TREX1	3	48506445	48509044	3	2	109304	-0.3296	0.62915
ENSG00000126746	ZNF384	12	6775643	6798738	14	4	109146	-0.32975	0.62921
ENSG00000181577	C6orf223	6	43968317	43973695	24	6	109108	-0.33003	0.62931
ENSG00000132507	EIF5A	17	7210318	7215774	10	3	109115	-0.33038	0.62944
ENSG00000084676	NCOA1	2	24714783	24993571	592	30	109120	-0.33123	0.62976
ENSG00000118058	KMT2A	11	118307205	118397539	56	5	109009	-0.33143	0.62984
ENSG00000204264	PSMB8	6	32808494	32812480	18	4	109319	-0.33166	0.62993
ENSG00000182793	GSTA5	6	52696453	52710893	34	5	109234	-0.33173	0.62995
ENSG00000100744	GSKIP	14	96829814	96853625	14	2	108945	-0.33173	0.62995
ENSG00000104870	FCGRT	19	50010073	50029590	37	7	109089	-0.3318	0.62998
ENSG00000168887	C2orf68	2	85833777	85839189	4	2	109020	-0.3319	0.63002
ENSG00000152778	IFIT5	10	91174343	91180758	21	6	109019	-0.33232	0.63018
ENSG00000144028	SNRNP200	2	96940074	96971297	31	6	109176	-0.3324	0.63021
ENSG00000135074	ADAM19	5	156822542	157002783	563	33	109093	-0.33345	0.6306
ENSG00000099866	MADCAM1	19	489176	505347	41	6	109151	-0.33385	0.63075
ENSG00000171595	DNAI2	17	72270386	72311023	77	15	108909	-0.33397	0.6308
ENSG00000139579	NABP2	12	56615799	56623638	5	2	109048	-0.33452	0.63101
ENSG00000032742	IFT88	13	21140585	21265503	306	19	109120	-0.33453	0.63101
ENSG00000161835	GRASP	12	52400724	52409673	10	5	109024	-0.3346	0.63104
ENSG00000095627	TDRD1	10	115939029	115992063	114	11	109043	-0.33462	0.63105
ENSG00000103226	NOMO3	16	16326352	16388668	11	1	108567	-0.33492	0.63116
ENSG00000160219	GAB3	X	153903529	153979858	22	3	109120	-0.33494	0.63116
ENSG00000167904	TMEM68	8	56608983	56685966	152	12	109131	-0.33663	0.6318
ENSG00000144395	CCDC150	2	197504278	197628214	215	14	109160	-0.33709	0.63198
ENSG00000145439	CBR4	4	169784921	169931426	245	13	109149	-0.33783	0.63225
ENSG00000175489	LRRC25	19	18501954	18508427	14	2	109086	-0.33827	0.63242
ENSG00000116120	FARSB	2	223435255	223521056	190	21	109214	-0.3383	0.63243
ENSG00000215305	VPS16	20	2821349	2847378	59	4	109026	-0.33846	0.63249
ENSG00000106355	LSM5	7	32524951	32534895	42	7	109102	-0.33924	0.63279
ENSG00000006659	LGALS14	19	40194946	40200084	9	4	109274	-0.34038	0.63322
ENSG00000188771	PLET1	11	112118876	112131583	28	5	109112	-0.34055	0.63328
ENSG00000182952	HMGN4	6	26538633	26546482	17	4	109271	-0.34069	0.63333
ENSG00000119632	IFI27L2	14	94594116	94596590	3	2	109166	-0.34113	0.6335
ENSG00000198689	SLC9A6	X	135067598	135129423	30	7	108984	-0.34149	0.63363
ENSG00000229615	AC111200.1	2	87089023	87092827	2	1	108884	-0.34183	0.63376
ENSG00000250510	GPR162	12	6930711	6939136	10	5	109193	-0.34183	0.63376
ENSG00000180098	TRNAU1AP	1	28879597	28905051	33	8	108726	-0.34198	0.63382
ENSG00000142494	SLC47A1	17	19398698	19482347	69	16	108964	-0.34212	0.63387
ENSG00000145681	HAPLN1	5	82933624	83017432	155	26	108961	-0.34268	0.63408
ENSG00000131400	NAPSA	19	50861734	50869087	10	2	109090	-0.34288	0.63416
ENSG00000161905	ALOX15	17	4534197	4545589	12	6	108974	-0.34291	0.63417
ENSG00000221864	KRTAP12-2	21	46086106	46086844	8	2	109326	-0.34316	0.63426
ENSG00000136842	TMOD1	9	100263462	100364030	197	33	108957	-0.344	0.63458
ENSG00000105366	SIGLEC8	19	51954101	51961710	7	2	109180	-0.34419	0.63465
ENSG00000125386	FAM193A	4	2626988	2734292	257	24	109085	-0.34507	0.63498
ENSG00000137207	YIPF3	6	43479565	43484728	8	3	109295	-0.34521	0.63503
ENSG00000186510	CLCNKA	1	16345370	16360545	77	10	109045	-0.34539	0.6351
ENSG00000176170	SPHK1	17	74372665	74383941	28	10	109130	-0.34553	0.63515
ENSG00000269559	AC093677.1	4	75023327	75024085	1	1	108852	-0.34589	0.63529
ENSG00000165280	VCP	9	35056061	35073246	31	7	109256	-0.34673	0.6356
ENSG00000180083	WFDC11	20	44277202	44298909	70	6	109172	-0.34796	0.63606
ENSG00000182224	CYB5D1	17	7761064	7765600	4	2	109283	-0.34814	0.63613
ENSG00000100249	C22orf31	22	29454660	29457832	3	2	109360	-0.34819	0.63615
ENSG00000115325	DOK1	2	74776153	74784681	8	2	109040	-0.3483	0.63619
ENSG00000083223	ZCCHC6	9	88902648	88969369	98	8	109080	-0.34855	0.63629
ENSG00000189195	BTBD8	1	92545862	92613393	101	11	109160	-0.34862	0.63631
ENSG00000118217	ATF6	1	161736084	161933860	544	19	109228	-0.34918	0.63652
ENSG00000130768	SMPDL3B	1	28261504	28285668	47	7	109117	-0.34926	0.63655
ENSG00000143816	WNT9A	1	228106357	228135599	60	7	108935	-0.3494	0.63661
ENSG00000147854	UHRF2	9	6413151	6507054	220	15	109026	-0.3497	0.63672
ENSG00000065989	PDE4A	19	10527449	10580305	84	11	108963	-0.34986	0.63678
ENSG00000171720	HDAC3	5	141000443	141016437	24	7	109119	-0.35005	0.63685
ENSG00000136699	SMPD4	2	130908981	130940323	36	2	109236	-0.35016	0.63689
ENSG00000197263	OR8D2	11	124189134	124190184	3	1	109356	-0.35021	0.63691
ENSG00000186814	ZSCAN30	18	32831032	32870196	66	10	109050	-0.35029	0.63694
ENSG00000162885	B3GALNT2	1	235613238	235667781	123	12	109198	-0.35033	0.63695
ENSG00000179873	NLRP11	19	56296770	56348166	194	31	108968	-0.35032	0.63695
ENSG00000170727	BOP1	8	145486055	145515082	20	3	108949	-0.35127	0.63731
ENSG00000106829	TLE4	9	82186688	82341658	264	31	109071	-0.35209	0.63761
ENSG00000117586	TNFSF4	1	173152873	173176452	42	6	108963	-0.35212	0.63762
ENSG00000152034	MCHR2	6	100367786	100442123	151	20	108936	-0.35218	0.63765
ENSG00000119787	ATL2	2	38522022	38604427	152	12	109056	-0.35234	0.63771
ENSG00000171815	PCDHB1	5	140430979	140433512	4	2	109317	-0.35445	0.6385
ENSG00000154438	ASZ1	7	117003276	117068177	76	11	109118	-0.35509	0.63874
ENSG00000088832	FKBP1A	20	1349622	1373806	45	9	109038	-0.3556	0.63893
ENSG00000183255	PTTG1IP	21	46269500	46293752	95	15	109125	-0.3563	0.63919
ENSG00000184564	SLITRK6	13	86366925	86373623	18	2	109252	-0.35656	0.63929
ENSG00000125430	HS3ST3B1	17	14204400	14252721	97	31	108998	-0.35683	0.63939
ENSG00000114331	ACAP2	3	194995465	195163807	472	18	109179	-0.3569	0.63942
ENSG00000105851	PIK3CG	7	106505723	106547590	50	13	109122	-0.35692	0.63942
ENSG00000122435	TRMT13	1	100598706	100616053	25	6	109042	-0.35703	0.63947
ENSG00000122566	HNRNPA2B1	7	26229547	26241149	24	6	109254	-0.35751	0.63964
ENSG00000172771	EFCAB12	3	129120164	129147494	59	6	109238	-0.35809	0.63986
ENSG00000132554	RGS22	8	100973164	101143496	198	26	109041	-0.35855	0.64003
ENSG00000237597	GAGE13	X	49188094	49195366	1	1	108697	-0.35862	0.64006
ENSG00000198874	TYW1	7	66460160	66704501	1128	26	109167	-0.35866	0.64007
ENSG00000112208	BAG2	6	57037124	57054631	17	3	109249	-0.35884	0.64014
ENSG00000152193	RNF219	13	79188426	79233314	92	8	109003	-0.359	0.6402
ENSG00000198814	GK	X	30671476	30748725	96	8	108852	-0.35908	0.64023
ENSG00000232196	MTRNR2L4	16	3421053	3422283	6	2	109168	-0.35974	0.64048
ENSG00000181264	TMEM136	11	120195838	120204391	12	2	109032	-0.36057	0.64079
ENSG00000124440	HIF3A	19	46800303	46846690	120	22	109080	-0.36057	0.64079
ENSG00000134077	THUMPD3	3	9404526	9428475	53	9	109048	-0.36179	0.64125
ENSG00000172458	IL17D	13	21276266	21297237	18	4	109103	-0.36191	0.64129
ENSG00000131080	EDA2R	X	65815479	65859108	7	3	108965	-0.3621	0.64136
ENSG00000119900	OGFRL1	6	71998506	72018653	67	11	109184	-0.36236	0.64146
ENSG00000066651	TRMT11	6	126307576	126360422	38	3	109105	-0.36242	0.64148
ENSG00000105655	ISYNA1	19	18545198	18549111	6	1	109135	-0.36269	0.64158
ENSG00000197045	GMFB	14	54941202	54955914	10	3	108671	-0.36351	0.64189
ENSG00000228835	AC012123.1	18	30349758	30354376	6	2	109055	-0.36362	0.64193
ENSG00000182557	SPNS3	17	4336983	4391503	178	22	108958	-0.36388	0.64203
ENSG00000100300	TSPO	22	43547520	43559248	27	4	108940	-0.36392	0.64204
ENSG00000089505	CMTM1	16	66600294	66613040	23	2	109261	-0.36416	0.64213
ENSG00000134222	PSRC1	1	109822178	109825808	5	3	109249	-0.3646	0.64229
ENSG00000176225	RTTN	18	67671029	67873181	498	26	109250	-0.36509	0.64248
ENSG00000159625	CCDC135	16	57728705	57765717	53	9	109063	-0.36514	0.64249
ENSG00000197376	OR8S1	12	48901137	48923680	99	11	109235	-0.36514	0.6425
ENSG00000013583	HEBP1	12	13127798	13153207	46	7	109112	-0.36522	0.64253
ENSG00000196914	ARHGEF12	11	120207787	120360645	224	13	109046	-0.36586	0.64276
ENSG00000115084	SLC35F5	2	114462588	114514400	139	13	109221	-0.36617	0.64288
ENSG00000100417	PMM1	22	41972898	41985894	9	3	109101	-0.36741	0.64334
